Код услуги;Наименование услуги;КСГ 1;КСГ 2;КСГ 3;КСГ 4;КСГ 5;КСГ 6;КСГ 7;КСГ 8;КСГ 9;Использовано в КСГ
A22.12.004;Радиочастотная коагуляция вен нижних конечностей;st25.009;;;;;;;;;TRUE
A22.19.004;Эндоскопическая хирургия при новообразованиях прямой кишки;st14.002;st19.004;;;;;;;;TRUE
A22.20.004;Фотодинамическая терапия при новообразованиях женских половых органов;st02.013;;;;;;;;;TRUE
A22.24.004;"Радиочастотная абляция периферических нервов, сплетений, вегетативных ганглиев";st16.011;;;;;;;;;TRUE
A22.26.001;Лазерная коагуляция очагов кератита;st21.001;;;;;;;;;TRUE
A22.26.002;"Лазерная коагуляция новообразований сосудов роговицы, радужки";st21.001;;;;;;;;;TRUE
A22.26.003;Лазерстимуляция роговицы;st21.001;;;;;;;;;TRUE
A22.26.004;"Лазерная корепраксия, дисцизия задней капсулы хрусталика";st21.001;;;;;;;;;TRUE
A22.26.005;Лазерная иридэктомия;st21.001;;;;;;;;;TRUE
A22.26.006;Лазергониотрабекулопунктура;st21.001;;;;;;;;;TRUE
A22.26.007;Лазерный трабекулоспазис;st21.001;;;;;;;;;TRUE
A22.26.009;Фокальная лазерная коагуляция глазного дна;st21.001;;;;;;;;;TRUE
A22.26.010;Панретинальная лазерная коагуляция;st21.003;;;;;;;;;TRUE
A22.26.011;"Лазерная деструкция новообразований сетчатки, век, конъюнктивы, сосудистой оболочки глаза";st21.002;;;;;;;;;TRUE
A22.26.013;Лазерная деструкция гифемы;st21.001;;;;;;;;;TRUE
A22.26.014;Лазерная рефракционная кератопластика;st21.004;;;;;;;;;TRUE
A22.26.015;"Термотерапия новообразований сетчатки, сосудистой оболочки глаза";st21.004;;;;;;;;;TRUE
A22.26.016;Лазерный витреолизис;st21.001;;;;;;;;;TRUE
A22.26.017;Эндолазеркоагуляция;st21.005;;;;;;;;;TRUE
A22.26.018;Лазерная транссклеральная циклокоагуляция;st21.002;;;;;;;;;TRUE
A22.26.019;Лазерная гониодесцеметопунктура;st21.001;;;;;;;;;TRUE
A22.26.020;Лазерный синехиолизис;st21.001;;;;;;;;;TRUE
A22.26.021;Лазерная стимуляция цилиарной мышцы;st21.001;;;;;;;;;TRUE
A22.26.022;Лазерная коагуляция циклодиализной щели;st21.001;;;;;;;;;TRUE
A22.26.023;Лазерная трабекулопластика;st21.001;;;;;;;;;TRUE
A22.26.027;Лазериспарение при новообразованиях придаточного аппарата глаза;st21.003;;;;;;;;;TRUE
A22.26.028;Лазерэксцизия при новообразованиях придаточного аппарата глаза;st21.004;;;;;;;;;TRUE
A22.26.031;Кросслинкинг роговичного коллагена с использованием ультрафиолетового излучения;st21.003;;;;;;;;;TRUE
A22.26.033;Диодная транссклеральная лазеркоагуляция периферии сетчатки и/или цилиарного тела;st21.004;;;;;;;;;TRUE
A22.28.001;Дистанционная уретеролитотрипсия;st09.007;st30.012;;;;;;;;TRUE
A22.28.002;Дистанционная нефролитотрипсия;st09.007;st30.012;;;;;;;;TRUE
A22.30.016;Эндоскопическая аргоноплазменная коагуляция опухоли;st19.124;;;;;;;;;TRUE
A22.30.017;Эндоскопическая Nd:YAG лазерная коагуляция опухоли;st14.003;st19.124;;;;;;;;TRUE
A22.30.018;Эндоскопическое электрохирургическое удаление опухоли;st19.124;;;;;;;;;TRUE
A24.21.003;Криодеструкция новообразования предстательной железы;st09.003;st30.008;;;;;;;;TRUE
A24.26.004;Криокоагуляция сетчатки;st21.002;;;;;;;;;TRUE
A24.26.006;Погружная диатермокоагуляция при новообразованиях придаточного аппарата глаза;st21.003;;;;;;;;;TRUE
A24.28.002;Криодеструкция новообразования почки;st09.008;st30.013;;;;;;;;TRUE
A25.05.001;Назначение лекарственных препаратов при заболеваниях системы органов кроветворения и крови;st05.008;;;;;;;;;TRUE
A25.05.001.001;Назначение лекарственных препаратов группы иммуноглобулинов при заболеваниях системы органов кроветворения и крови;st36.001;;;;;;;;;TRUE
A25.05.005;"Назначение лекарственных препаратов при отдельных болезнях, протекающих с вовлечением лимфоретикулярной ткани и ретикулогистиоцитарной системы";st05.008;;;;;;;;;TRUE
A25.23.001.001;Назначение лекарственных препаратов группы иммуноглобулинов при заболеваниях центральной нервной системы и головного мозга;st36.001;;;;;;;;;TRUE
A25.24.001.001;Назначение лекарственных препаратов группы иммуноглобулинов при заболеваниях периферической нервной системы;st36.001;;;;;;;;;TRUE
A25.24.001.002;Назначение ботулинического токсина при заболеваниях периферической нервной системы;st15.008;st15.009;;;;;;;;TRUE
A25.30.001.001;Назначение лекарственных препаратов при инфекции места доступа для диализа;st18.002;;;;;;;;;TRUE
A25.30.014;Назначение лекарственных препаратов при онкологическом заболевании у детей;st08.001;st08.002;st08.003;;;;;;;TRUE
A25.30.036.001;Назначение ферментных фибринолитических лекарственных препаратов для внутривенного введения при инфаркте миокарда;st13.008;st13.009;st13.010;;;;;;;TRUE
A25.30.036.002;Назначение ферментных фибринолитических лекарственных препаратов для внутривенного введения при инсульте;st15.015;;;;;;;;;TRUE
A25.30.036.003;Назначение ферментных фибринолитических лекарственных препаратов для внутриартериального введения при инсульте;st15.016;;;;;;;;;TRUE
A25.30.038;Назначение лекарственных препаратов при пузырном заносе;st05.008;;;;;;;;;TRUE
A26.08.019.001;Определение РНК вируса гриппа A (Influenza virus A) в мазках со слизистой оболочки носоглотки методом ПЦР;st12.012;;;;;;;;;TRUE
