Код услуги;Наименование услуги;КСГ 1;КСГ 2;КСГ 3;КСГ 4;КСГ 5;КСГ 6;КСГ 7;КСГ 8;КСГ 9;Использовано в КСГ
A16.19.027;Мезоректумэктомия;st14.002;st19.005;;;;;;;;TRUE
A16.19.028;"Реконструкция пищеводно-кишечного анастомоза при рубцовых деформациях, не подлежащих эндоскопическому лечению";st32.010;;;;;;;;;TRUE
A16.19.029;Реконструкция пищеводно-желудочного анастомоза при тяжелых рефлюкс-эзофагитах;st32.010;;;;;;;;;TRUE
A16.19.030;Эндоскопическое электрохирургическое удаление новообразования ректосигмоидного соединения;st14.002;st19.004;;;;;;;;TRUE
A16.19.031;Эндоскопическое электрохирургическое удаление новообразования прямой кишки;st14.002;st19.004;;;;;;;;TRUE
A16.19.032;Эндоскопическое электрохирургическое удаление новообразования заднего прохода (ануса) и анального канала;st14.002;st19.004;;;;;;;;TRUE
A16.19.033;Иссечение новообразований перианальной области и анального канала;st14.001;;;;;;;;;TRUE
A16.19.034;Вскрытие острого гнойного парапроктита;st14.002;;;;;;;;;TRUE
A16.19.035;Иссечение подкожно-подслизистого свища прямой кишки;st14.002;;;;;;;;;TRUE
A16.19.036;Иссечение транссфинктерного свища прямой кишки;st14.002;;;;;;;;;TRUE
A16.19.037;Иссечение экстрасфинктерного свища прямой кишки;st14.002;;;;;;;;;TRUE
A16.19.038;Удаление кисты параректальной клетчатки;st14.002;;;;;;;;;TRUE
A16.19.039;Удаление новообразования параректальной клетчатки;st14.002;;;;;;;;;TRUE
A16.19.040;Бужирование анального отверстия;st14.002;;;;;;;;;TRUE
A16.19.041;Иссечение геморроидальных бахромок;st14.001;;;;;;;;;TRUE
A16.19.042;Аносфинктеролеваторопластика;st14.002;;;;;;;;;TRUE
A16.19.043;Аносфинктеропластика;st14.002;;;;;;;;;TRUE
A16.19.044;Тромбэктомия геморроидальных узлов;st14.001;;;;;;;;;TRUE
A16.19.045;Пневмодивульсия;st14.001;;;;;;;;;TRUE
A16.19.046;Иссечение гипертрофированных анальных сосочков;st14.001;;;;;;;;;TRUE
A16.19.047;Иссечение пресакральной кисты;st14.001;;;;;;;;;TRUE
A16.19.047.001;Иссечение пресакральной кисты с резекцией копчика;st14.002;;;;;;;;;TRUE
A16.19.048;Иссечение ректоцеле с пластикой ректовагинальной перегородки аллотрансплантатом;st14.002;;;;;;;;;TRUE
A16.19.050;Анопластика;st14.002;;;;;;;;;TRUE
A16.20.001;Удаление кисты яичника;st02.012;;;;;;;;;TRUE
A16.20.001.001;Удаление кисты яичника с использованием видеоэндоскопических технологий;st02.015;;;;;;;;;TRUE
A16.20.002;Оофорэктомия лапаротомическая;st02.012;st19.001;;;;;;;;TRUE
A16.20.002.001;Оофорэктомия с использованием видеоэндоскопических технологий;st02.015;st19.001;;;;;;;;TRUE
A16.20.002.002;Удаление дисгенетичных гонад;st02.012;;;;;;;;;TRUE
A16.20.002.003;Удаление гонадальных тяжей;st02.012;;;;;;;;;TRUE
A16.20.003;Сальпинго-оофорэктомия лапаротомическая;st02.012;st19.001;;;;;;;;TRUE
A16.20.003.001;Сальпинго-оофорэктомия с использованием видеоэндоскопических технологий;st02.015;;;;;;;;;TRUE
A16.20.003.002;Сальпинго-оофорэктомия односторонняя с резекцией контрлатерального яичника и субтотальная резекция большого сальника лапаротомическая;st02.013;st19.002;;;;;;;;TRUE
A16.20.003.003;Сальпинго-оофорэктомия односторонняя с резекцией контрлатерального яичника и субтотальная резекция большого сальника с использованием видеоэндоскопических технологий;st02.017;st19.003;;;;;;;;TRUE
A16.20.003.004;Лапароскопическая транспозиция яичников;st02.015;st19.002;;;;;;;;TRUE
A16.20.003.005;Резекция сальника с использованием видеоэндоскопических технологий;st02.013;st19.002;;;;;;;;TRUE
A16.20.003.006;"Резекция контралатерального яичника, большого сальника с использованием видеоэндоскопических технологий";st02.016;st19.002;;;;;;;;TRUE
A16.20.003.007;"Резекция контралатерального яичника, большого сальника лапаротомическая";st02.012;st19.002;;;;;;;;TRUE
A16.20.004;Сальпингэктомия лапаротомическая;st02.012;st19.001;;;;;;;;TRUE
A16.20.004.001;Сальпингэктомия с использованием видеоэндоскопических технологий;st02.015;st19.002;;;;;;;;TRUE
A16.20.005;Кесарево сечение;st02.004;;;;;;;;;TRUE
A16.20.006;Резекция шейки матки;st02.012;st19.001;;;;;;;;TRUE
A16.20.007;Пластика шейки матки;st02.003;st02.013;;;;;;;;TRUE
A16.20.008;Разделение внутриматочных сращений;st02.012;;;;;;;;;TRUE
A16.20.009;Абляция эндометрия;st02.011;;;;;;;;;TRUE
A16.20.010;Субтотальная гистерэктомия (ампутация матки) лапаротомическая;st02.012;st19.002;;;;;;;;TRUE
A16.20.010.001;Субтотальная гистерэктомия (ампутация матки) с использованием видеоэндоскопических технологий;st02.016;;;;;;;;;TRUE
A16.20.010.002;Субтотальная гистерэктомия (ампутация матки) с придатками лапаротомическая;st02.013;;;;;;;;;TRUE
A16.20.010.003;Субтотальная гистерэктомия (ампутация матки) с придатками с использованием видеоэндоскопических технологий;st02.016;;;;;;;;;TRUE
A16.20.011;Тотальная гистерэктомия (экстирпация матки) лапаротомическая;st02.012;st19.002;;;;;;;;TRUE
A16.20.011.001;Тотальная гистерэктомия (экстирпация матки) с использованием видеоэндоскопических технологий;st02.016;st19.003;;;;;;;;TRUE
A16.20.011.002;Тотальная гистерэктомия (экстирпация матки) с придатками лапаротомическая;st02.012;st19.002;;;;;;;;TRUE
A16.20.011.003;Тотальная гистерэктомия (экстирпация матки) с придатками лапароскопическая с использованием видеоэндоскопических технологий;st02.016;st19.003;;;;;;;;TRUE
A16.20.011.004;Тотальная гистерэктомия (экстирпация матки) расширенная с использованием видеоэндоскопических технологий;st02.017;st19.003;;;;;;;;TRUE
A16.20.011.005;Тотальная гистерэктомия (экстирпация матки) расширенная с транспозицией яичников с использованием видеоэндоскопических технологий;st02.017;st19.003;;;;;;;;TRUE
A16.20.011.006;Тотальная гистерэктомия (экстирпация матки) расширенная с транспозицией яичников;st02.012;st19.003;;;;;;;;TRUE
A16.20.011.007;Тотальная гистерэктомия (экстирпация матки) с придатками расширенная с использованием видеоэндоскопических технологий;st02.017;st19.003;;;;;;;;TRUE
A16.20.011.008;Иссечение ретроцервикального эндометриоза;st02.012;;;;;;;;;TRUE
A16.20.011.009;Резекция ректо-сигмоидного отдела кишки при гинекологической патологии;st02.013;st19.003;;;;;;;;TRUE
A16.20.011.010;Резекция мочевого пузыря при гинекологической патологии;st02.013;;;;;;;;;TRUE
A16.20.011.011;Резекция мочеточника при гинекологической патологии;st02.013;;;;;;;;;TRUE
A16.20.011.012;Резекция большого сальника при гинекологической патологии;st02.012;st19.001;;;;;;;;TRUE
A16.20.012;Влагалищная тотальная гистерэктомия (экстирпация матки) без придатков;st02.012;st19.002;;;;;;;;TRUE
A16.20.012.002;Влагалищная гистерэктомия без придатков с использованием видеоэндоскопических технологий;st02.016;;;;;;;;;TRUE
A16.20.013;"Расширенная гистерэктомия (экстирпация матки) с удалением верхней трети влагалища, придатков, околоматочной клетчатки и региональных лимфатических узлов лапаротомическая";st02.013;st19.003;;;;;;;;TRUE
A16.20.013.001;"Расширенная гистерэктомия (экстирпация матки) с удалением верхней трети влагалища, придатков, околоматочной клетчатки и региональных лимфатических узлов с использованием видеоэндоскопических технологий";st02.017;st19.003;;;;;;;;TRUE
A16.20.014;Влагалищная тотальная гистерэктомия (экстирпация матки) с придатками;st02.013;;;;;;;;;TRUE
A16.20.014.003;Влагалищная гистерэктомия с придатками с использованием видеоэндоскопических технологий;st02.016;;;;;;;;;TRUE
A16.20.015;Восстановление тазового дна;st02.003;st02.013;;;;;;;;TRUE
A16.20.016;Иссечение маточного опорного аппарата;st02.011;;;;;;;;;TRUE
A16.20.017;Удаление параовариальной кисты лапаротомическое;st02.012;;;;;;;;;TRUE
A16.20.017.001;Удаление параовариальной кисты с использованием видеоэндоскопических технологий;st02.015;;;;;;;;;TRUE
A16.20.018;Иссечение гематомы женских половых органов;st02.011;;;;;;;;;TRUE
A16.20.019;Восстановление маточного опорного аппарата;st02.012;;;;;;;;;TRUE
A16.20.019.001;Восстановление маточного опорного аппарата с использованием видеоэндоскопических технологий;st02.017;;;;;;;;;TRUE
A16.20.020;Дренирование абсцесса женских половых органов;st02.012;;;;;;;;;TRUE
A16.20.021;Рассечение девственной плевы;st02.010;;;;;;;;;TRUE
A16.20.022;Локальное иссечение влагалища;st02.011;st19.001;;;;;;;;TRUE
A16.20.023;Восстановление влагалищной стенки;st02.003;st02.013;;;;;;;;TRUE
A16.20.024;Реконструкция влагалища;st02.003;st02.013;;;;;;;;TRUE
A16.20.024.001;Реконструкция влагалища сегментом кишки;st02.013;;;;;;;;;TRUE
A16.20.025;Зашивание разрыва влагалища в промежности;st02.010;;;;;;;;;TRUE
A16.20.025.001;Зашивание разрыва шейки матки;st02.010;;;;;;;;;TRUE
A16.20.026;Рассечение и иссечение спаек женских половых органов;st02.011;;;;;;;;;TRUE
A16.20.026.001;Рассечение и иссечение спаек женских половых органов с использованием видеоэндоскопических технологий;st02.015;;;;;;;;;TRUE
A16.20.027;Иссечение и закрытие свища женских половых органов;st02.011;;;;;;;;;TRUE
A16.20.027.001;Иссечение пузырно-влагалищного свища;st02.012;;;;;;;;;TRUE
A16.20.027.002;Иссечение пузырно-маточного свища;st02.012;;;;;;;;;TRUE
A16.20.028;Операции при опущении стенок матки и влагалища;st02.013;;;;;;;;;TRUE
A16.20.028.001;Кульдопластика по Мак Коллу лапароскопическая;st02.017;;;;;;;;;TRUE
A16.20.028.002;Операции при опущении задней стенки влагалища;st02.011;;;;;;;;;TRUE
A16.20.028.003;Операции при опущении передней стенки влагалища;st02.011;;;;;;;;;TRUE
A16.20.028.004;Срединная кольпоррафия;st02.011;;;;;;;;;TRUE
A16.20.028.005;Манчестерская операция;st02.013;;;;;;;;;TRUE
A16.20.029;Операции на клиторе;st02.011;;;;;;;;;TRUE
A16.20.030;Восстановление вульвы и промежности;st02.003;st02.013;;;;;;;;TRUE
A16.20.031;Иссечение новообразования молочной железы;st31.019;;;;;;;;;TRUE
A16.20.032;Резекция молочной железы;st19.014;st31.019;;;;;;;;TRUE
A16.20.032.001;Резекция молочной железы радикальная с региональной лимфаденэктомией;st19.014;st31.019;;;;;;;;TRUE
A16.20.032.002;Резекция молочной железы радикальная с региональной лимфаденэктомией и одномоментной алломаммопластикой;st19.015;st31.019;;;;;;;;TRUE
A16.20.032.005;Резекция молочной железы радикальная комбинированная;st19.014;st31.019;;;;;;;;TRUE
A16.20.032.006;Резекция молочной железы субтотальная с алломаммопластикой;st31.019;;;;;;;;;TRUE
A16.20.032.007;Резекция молочной железы субтотальная с маммопластикой и эндопротезированием;st19.015;st31.019;;;;;;;;TRUE
A16.20.032.011;Резекция молочной железы радикальная с одномоментной маммопластикой;st19.014;st31.019;;;;;;;;TRUE
A16.20.033;Вентрофиксация матки;st02.013;;;;;;;;;TRUE
A16.20.034;Пластика тела матки при аномалиях развития;st02.013;;;;;;;;;TRUE
A16.20.034.001;Удаление рудиментарного рога матки;st02.013;;;;;;;;;TRUE
A16.20.034.002;Удаление рудиментарного рога матки лапароскопическое;st02.016;;;;;;;;;TRUE
A16.20.035;Миомэктомия (энуклеация миоматозных узлов) лапаротомическая;st02.012;;;;;;;;;TRUE
A16.20.035.001;Миомэктомия (энуклеация миоматозных узлов) с использованием видеоэндоскопических технологий;st02.016;;;;;;;;;TRUE
A16.20.036;Хирургическое лечение заболеваний шейки матки с использованием различных энергий;st02.010;;;;;;;;;TRUE
A16.20.036.001;Электродиатермоконизация шейки матки;st02.010;;;;;;;;;TRUE
A16.20.036.002;Лазерная вапоризация шейки матки;st02.010;;;;;;;;;TRUE
A16.20.036.003;Радиоволновая терапия шейки матки;st02.010;;;;;;;;;TRUE
A16.20.036.004;Криодеструкция шейки матки;st02.010;;;;;;;;;TRUE
A16.20.038;Операции по поводу бесплодия на придатках матки;st02.012;;;;;;;;;TRUE
A16.20.039;Метропластика лапаротомическая;st02.013;;;;;;;;;TRUE
A16.20.039.001;Метропластика с использованием видеоэндоскопических технологий;st02.016;;;;;;;;;TRUE
A16.20.040;Рассечение урогенитального сфинктера;st02.011;;;;;;;;;TRUE
A16.20.041;Стерилизация маточных труб лапаротомическая;st02.011;;;;;;;;;TRUE
A16.20.041.001;Стерилизация маточных труб с использованием видеоэндоскопических технологий;st02.015;;;;;;;;;TRUE
A16.20.042;Хирургическое лечение недержания мочи при напряжении;st02.013;;;;;;;;;TRUE
A16.20.042.001;Слинговые операции при недержании мочи;st02.014;;;;;;;;;TRUE
A16.20.042.002;Уретропексия свободной синтетической петлей позадилонным доступом;st02.014;;;;;;;;;TRUE
A16.20.042.003;Уретропексия свободной синтетической петлей трансобтураторным доступом;st02.014;;;;;;;;;TRUE
A16.20.042.004;Уретроцистоцервикопексия позадилонным доступом;st02.014;;;;;;;;;TRUE
A16.20.043;Мастэктомия;st19.014;st31.019;;;;;;;;TRUE
A16.20.043.001;Мастэктомия подкожная с одномоментной алломаммопластикой;st19.015;st31.019;;;;;;;;TRUE
A16.20.043.002;Мастэктомия подкожная с одномоментной алломаммопластикой с различными вариантами кожно-мышечных лоскутов;st19.015;st31.019;;;;;;;;TRUE
A16.20.043.003;Мастэктомия радикальная с односторонней пластикой молочной железы с применением микрохирургической техники;st19.015;st31.019;;;;;;;;TRUE
A16.20.043.004;Мастэктомия расширенная модифицированная с пластическим закрытием дефекта грудной стенки;st19.015;st31.019;;;;;;;;TRUE
A16.20.043.006;Мастэктомия радикальная по Пэйти;st31.019;;;;;;;;;TRUE
A16.20.044;Мастэктомия радикальная по Холстеду;st31.019;;;;;;;;;TRUE
A16.20.045;Мастэктомия радикальная подкожная с алломаммопластикой;st19.015;st31.019;;;;;;;;TRUE
A16.20.047;Мастэктомия расширенная модифицированная с пластическим закрытием дефекта грудной стенки различными вариантами кожно-мышечных лоскутов;st19.015;st31.019;;;;;;;;TRUE
A16.20.048;Мастэктомия радикальная с реконструкцией TRAM-лоскутом;st19.015;st31.019;;;;;;;;TRUE
A16.20.049;Мастэктомия радикальная по Маддену;st19.014;st31.019;;;;;;;;TRUE
A16.20.049.001;Мастэктомия радикальная по Маддену с реконструкцией кожно-мышечным лоскутом и эндопротезированием;st19.015;st31.019;;;;;;;;TRUE
A16.20.049.002;Мастэктомия радикальная по Маддену с одномоментной установкой экспандера;st19.014;st31.019;;;;;;;;TRUE
A16.20.051;Отсроченная реконструкция молочной железы кожно-мышечным лоскутом и эндопротезированием;st19.015;st31.019;;;;;;;;TRUE
A16.20.054;Редукция эмбриона;st02.010;;;;;;;;;TRUE
A16.20.054.001;Редукция эмбриона трансабдоминальным доступом;st02.011;;;;;;;;;TRUE
A16.20.054.002;Редукция эмбриона трансвагинальным доступом;st02.010;;;;;;;;;TRUE
A16.20.055;Наложение швов на шейку матки;st02.010;;;;;;;;;TRUE
A16.20.056;Демедуляция яичников;st02.011;;;;;;;;;TRUE
A16.20.057;Вульвэктомия;st02.012;st19.002;;;;;;;;TRUE
A16.20.057.001;"Вульвэктомия с определением сторожевых лимфатических узлов, по показаниям лимфаденэктомия";st02.012;st19.002;;;;;;;;TRUE
A16.20.057.002;Вульвэктомия с двухсторонней подвздошно-пахово-бедренной лимфаденэктомией;st02.012;st19.003;;;;;;;;TRUE
A16.20.058;Гемивульвэктомия;st02.012;st19.001;;;;;;;;TRUE
A16.20.059;Удаление инородного тела из влагалища;st02.010;;;;;;;;;TRUE
A16.20.059.001;Удаление новообразования влагалища;st02.012;st19.002;;;;;;;;TRUE
A16.20.059.002;Удаление опухоли влагалища с реконструктивно-пластическим компонентом;st02.011;st19.003;;;;;;;;TRUE
A16.20.059.003;Электроэксцизия новообразования влагалища;st02.011;;;;;;;;;TRUE
A16.20.060;Восстановление девственной плевы;st02.011;;;;;;;;;TRUE
A16.20.061;Резекция яичника лапаротомическая;st02.012;st19.001;;;;;;;;TRUE
A16.20.061.001;Резекция яичника с использованием видеоэндоскопических технологий;st02.015;;;;;;;;;TRUE
A16.20.061.002;Резекция яичника с использованием видеоэндоскопических технологий с помощью коагулятора;st02.015;;;;;;;;;TRUE
A16.20.061.003;Резекция яичника клиновидная с использованием видеоэндоскопических технологий;st02.015;;;;;;;;;TRUE
A16.20.062;Экстирпация культи влагалища;st02.012;st19.002;;;;;;;;TRUE
A16.20.063;Экстирпация культи шейки матки;st02.012;st19.002;;;;;;;;TRUE
A16.20.063.001;Влагалищная экстирпация матки с придатками с использованием видеоэндоскопических технологий;st02.016;st19.003;;;;;;;;TRUE
A16.20.063.002;Нервосберегающая экстирпация матки с придатками с верхней третью влагалища и тазовой лимфаденкэтомией (лапаротомическая);st02.012;;;;;;;;;TRUE
A16.20.063.003;Нервосберегающая экстирпация матки с придатками с верхней третью влагалища и тазовой лимфаденкэтомией с использованием видеоэндоскопических технологий;st02.017;st19.003;;;;;;;;TRUE
A16.20.063.004;Экстирпация матки с транспозицией яичников и тазовой лимфаденэктомией;st02.012;st19.003;;;;;;;;TRUE
A16.20.063.005;Экстирпация матки с тазовой лимфаденэктомией и интраоперационной лучевой терапией;st02.013;;;;;;;;;TRUE
A16.20.063.006;Экстирпация матки с придатками с верхней третью влагалища и тазовой лимфаденкэтомией после предоперационной лучевой терапии;st02.012;st19.003;;;;;;;;TRUE
A16.20.063.007;Нервосберегающая расширенная экстирпация матки с придатками и тазовой лимфаденэктомией;st02.012;st19.003;;;;;;;;TRUE
A16.20.063.008;Нервосберегающая расширенная экстирпация матки с транспозицией яичников и тазовой лимфаденэктомией;st02.012;st19.003;;;;;;;;TRUE
A16.20.063.009;Расширенная экстирпация матки с придатками или с транспозицией яичников и интраоперационной лучевой терапией;st02.013;;;;;;;;;TRUE
A16.20.063.010;Ампутация шейки матки с интраоперационной фотодинамической терапией;st02.012;;;;;;;;;TRUE
A16.20.063.016;Радикальная абдоминальная трахелэктомия;st02.012;;;;;;;;;TRUE
A16.20.063.017;Гистерорезектоскопия с фотодинамической терапией и абляцией эндометрия;st02.013;;;;;;;;;TRUE
A16.20.063.018;Высокая ампутация шейки матки;st02.012;;;;;;;;;TRUE
A16.20.063.019;"Экстирпация матки с придатками, резекция большого сальника с использованием видеоэндоскопических технологий";st02.017;;;;;;;;;TRUE
A16.20.064;"Рассечение спаек, вскрытие и опорожнение серозоцеле";st02.012;;;;;;;;;TRUE
A16.20.065;Рассечение перегородки влагалища;st02.011;;;;;;;;;TRUE
A16.20.066;Рассечение синехий малых половых губ;st02.010;;;;;;;;;TRUE
A16.20.067;Резекция малых половых губ;st02.011;;;;;;;;;TRUE
A16.20.068;Феминизирующая пластика наружных гениталий;st02.011;;;;;;;;;TRUE
A16.20.069;Удаление новообразования малой половой губы;st02.011;;;;;;;;;TRUE
A16.20.072;Плодоразрушающая операция;st02.011;;;;;;;;;TRUE
A16.20.075;Перевязка маточных артерий;st02.011;;;;;;;;;TRUE
A16.20.078;Реинфузия аутокрови (с использованием аппарата cell-saver);st36.009;;;;;;;;;TRUE
A16.20.080;Амниоскопия;st02.010;;;;;;;;;TRUE
A16.20.081;Промонтопексия лапаротомическая;st02.011;;;;;;;;;TRUE
A16.20.081.001;Промонтопексия с использованием видеоэндоскопических технологий;st02.017;;;;;;;;;TRUE
A16.20.082;Коррекция паравагинальных дефектов с использованием видеоэндоскопических технологий;st02.016;;;;;;;;;TRUE
A16.20.083;Кольпоперинеоррафия и леваторопластика;st02.011;;;;;;;;;TRUE
A16.20.084;Удаление полипа женских половых органов;st02.010;;;;;;;;;TRUE
A16.20.085;Маммопластика;st31.019;;;;;;;;;TRUE
A16.20.085.002;"Маммопластика подгрудным доступом с применением эндопротеза, расположенного подмышечно";st31.019;;;;;;;;;TRUE
A16.20.085.003;"Маммопластика подмышечным доступом с применением эндопротеза, расположенного поджелезисто";st31.019;;;;;;;;;TRUE
A16.20.085.004;"Маммопластика подмышечным доступом с применением эндопротеза, расположенного подмышечно";st31.019;;;;;;;;;TRUE
A16.20.085.005;"Маммопластика периареолярным доступом с применением эндопротеза, расположенного поджелезисто";st31.019;;;;;;;;;TRUE
A16.20.085.006;"Маммопластика периареолярным доступом с применением эндопротеза, расположенного подмышечно";st31.019;;;;;;;;;TRUE
A16.20.085.010;Кожная пластика с применением периареолярного доступа (мастопексия);st31.019;;;;;;;;;TRUE
A16.20.085.011;Кожная пластика с применением периареолярного и вертикального доступа (мастопексия);st31.019;;;;;;;;;TRUE
A16.20.085.012;Кожная пластика с применением доступа инвертированным Т (мастопексия);st31.019;;;;;;;;;TRUE
A16.20.086;Коррекция ареолярного комплекса молочных желез;st31.019;;;;;;;;;TRUE
A16.20.086.001;Пластика втянутых сосков;st31.019;;;;;;;;;TRUE
A16.20.087;Радикальная брюшная гистерэктомия;st02.012;;;;;;;;;TRUE
A16.20.088;Деторзия яичника;st02.012;;;;;;;;;TRUE
A16.20.089;Удаление новообразования придатков матки;st02.011;st19.001;;;;;;;;TRUE
A16.20.091;Марсупиализация абсцесса или кисты женских половых органов;st02.012;;;;;;;;;TRUE
A16.20.091.001;Марсупиализация абсцесса или кисты большой железы преддверия влагалища;st02.012;;;;;;;;;TRUE
A16.20.092;Удаление плодного яйца из маточной трубы;st02.012;;;;;;;;;TRUE
A16.20.092.001;Удаление плодного яйца из маточной трубы лапароскопическое;st02.015;;;;;;;;;TRUE
A16.20.093;Пластика маточной трубы;st02.012;;;;;;;;;TRUE
A16.20.094;Супрацервикальная гистерэктомия;st02.012;;;;;;;;;TRUE
A16.20.094.001;Супрацервикальная гистерэктомия без придатков лапароскопическая;st02.016;;;;;;;;;TRUE
A16.20.094.002;Супрацервикальная гистерэктомия с придатками лапароскопическая;st02.016;;;;;;;;;TRUE
A16.20.095;Ампутация шейки матки;st02.012;;;;;;;;;TRUE
A16.20.096;Удаление новообразования вульвы;st02.011;;;;;;;;;TRUE
A16.20.096.001;Электроэксцизия новообразования вульвы;st02.011;;;;;;;;;TRUE
A16.20.097;Электроэксцизия новообразования шейки матки;st02.011;;;;;;;;;TRUE
A16.20.098;Пластика малых половых губ;st02.012;;;;;;;;;TRUE
A16.20.099;Гистероскопическая миомэктомия;st02.012;;;;;;;;;TRUE
A16.20.099.001;Гистероскопическая миомэктомия электрохирургическая;st02.013;;;;;;;;;TRUE
A16.20.100;Экстирпация большой железы преддверия влагалища;st02.012;;;;;;;;;TRUE
A16.20.101;Энуклеация кисты большой железы преддверия влагалища;st02.012;;;;;;;;;TRUE
A16.20.102;Ушивание повреждения стенки матки при проникающем ранении или разрыве лапаротомическое;st02.012;;;;;;;;;TRUE
A16.20.103;Отсроченная реконструкция молочной железы с использованием эндопротеза;st19.015;st31.019;;;;;;;;TRUE
A16.21.001;Вскрытие и дренирование абсцесса простаты;st09.002;st30.007;;;;;;;;TRUE
A16.21.002;Трансуретральная резекция простаты;st09.004;st19.026;st30.009;;;;;;;TRUE
A16.21.002.001;Трансуретральная простатэктомия с помощью лазера;st09.004;st19.026;st30.009;;;;;;;TRUE
A16.21.003;Чреспузырная аденомэктомия;st09.003;st30.008;;;;;;;;TRUE
A16.21.004;Позадилонная аденомэктомия;st09.003;st30.008;;;;;;;;TRUE
A16.21.005;Лазерная вапоризация простаты;st09.004;st19.026;st30.009;;;;;;;TRUE
A16.21.006;Радикальная простатэктомия;st09.003;st19.026;st30.008;;;;;;;TRUE
A16.21.006.001;Радикальная промежностная простатэктомия;st09.003;st19.026;st30.008;;;;;;;TRUE
A16.21.006.002;Простатэктомия надлобковая с реконструкцией и пластикой шейки мочевого пузыря;st09.003;st19.026;st30.008;;;;;;;TRUE
A16.21.006.003;Радикальная позадилонная простатэктомия;st09.003;st19.026;st30.008;;;;;;;TRUE
A16.21.006.005;Нервосберегающая простатэктомия;st09.004;st19.026;st30.009;;;;;;;TRUE
A16.21.006.006;Позадилонная простатэктомия с расширенной лимфаденэктомией;st09.003;st30.008;;;;;;;;TRUE
A16.21.007;Дренаж тканей вокруг простаты;st09.002;st30.007;;;;;;;;TRUE
A16.21.008;Остановка кровотечения (мужские половые органы);st09.001;st19.025;st30.006;;;;;;;TRUE
A16.21.009;Ревизия мошонки;st09.001;st30.006;;;;;;;;TRUE
A16.21.010;Орхиэктомия;st09.001;st19.025;st30.006;;;;;;;TRUE
A16.21.010.001;Орхофуникулэктомия;st09.001;st19.025;st30.006;;;;;;;TRUE
A16.21.011;Вазотомия;st09.001;st30.006;;;;;;;;TRUE
A16.21.012;Вазэктомия;st09.001;st30.006;;;;;;;;TRUE
A16.21.013;Обрезание крайней плоти;st09.001;st30.006;;;;;;;;TRUE
A16.21.014;Реконструктивная операция на половом члене;st09.004;st30.009;;;;;;;;TRUE
A16.21.014.001;Восстановление и пластическая операция на половом члене. Корпоропластика пликационная;st09.004;st30.009;;;;;;;;TRUE
A16.21.014.002;Восстановление и пластическая операция на половом члене. Корпоропластика лоскутная;st09.004;st30.009;;;;;;;;TRUE
A16.21.015;Дренирование абсцесса мужских половых органов;st09.002;st10.001;st10.002;st30.007;;;;;;TRUE
A16.21.015.001;Дренирование абсцесса предстательной железы;st09.002;st30.007;;;;;;;;TRUE
A16.21.016;Протезирование яичка;st09.002;st30.007;;;;;;;;TRUE
A16.21.017;Репозиция яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.018;Низведение яичка;st09.002;st30.007;;;;;;;;TRUE
A16.21.019;Фаллопластика;st09.003;st30.008;;;;;;;;TRUE
A16.21.019.001;Фаллопластика с протезированием однокомпонентным протезом;st09.003;st30.008;;;;;;;;TRUE
A16.21.019.002;Фаллопластика с протезированием трехкомпонентным протезом;st09.003;st30.008;;;;;;;;TRUE
A16.21.019.003;Фаллопластика мышечно-фасциальным лоскутом;st09.003;st30.008;;;;;;;;TRUE
A16.21.021;Наложение вазо-вазоанастомоза;st09.002;st30.007;;;;;;;;TRUE
A16.21.022;Наложение вазо-эпидидимоанастомоза;st09.002;st30.007;;;;;;;;TRUE
A16.21.023;Удаление придатка яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.024;Иссечение оболочек яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.025;Пластика оболочек яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.027;Коррекция гинекомастии;st09.002;st30.007;;;;;;;;TRUE
A16.21.028;Реваскуляризация полового члена;st09.002;st30.007;;;;;;;;TRUE
A16.21.029;Маскулинизирующая пластика наружных гениталий;st09.003;st30.008;;;;;;;;TRUE
A16.21.030;Ампутация полового члена (пенэктомия);st09.003;st19.026;st30.008;;;;;;;TRUE
A16.21.031;Разрез мошонки и влагалищной оболочки;st09.001;st30.006;;;;;;;;TRUE
A16.21.032;Иссечение яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.033;Пересадка яичка;st09.002;st30.007;;;;;;;;TRUE
A16.21.034;Вазулэктомия;st09.001;st30.006;;;;;;;;TRUE
A16.21.035;Прошивание белочной оболочки полового члена;st09.001;st30.006;;;;;;;;TRUE
A16.21.036;Пластика мошонки;st09.003;st19.025;st30.008;;;;;;;TRUE
A16.21.037;Иссечение кисты мужских половых органов;st09.001;st30.006;;;;;;;;TRUE
A16.21.037.001;Иссечение кисты придатка яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.037.002;Иссечение кисты семенного канатика;st09.001;st30.006;;;;;;;;TRUE
A16.21.037.003;Иссечение кисты яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.038;Пластика уздечки крайней плоти;st09.001;st30.006;;;;;;;;TRUE
A16.21.039;Ушивание яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.040;Энуклеация кисты придатка яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.041;Трансуретральная энуклеация простаты;st09.004;st30.009;;;;;;;;TRUE
